"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/DruidPouch.cs","GumpUI","Persistence;CombatPolicy","","class:DruidPouch;class:DruidBag;class:DruidBar;class:BagWindow","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/HerbalistPotions.cs","Persistence","CombatPolicy","","class:ShieldOfEarthPotion;class:WoodlandProtectionPotion;class:ProtectiveFairyPotion;class:HerbalHealingPotion;class:GraspingRootsPotion;class:BlendWithForestPotion;class:SwarmOfInsectsPotion;class:VolcanicEruptionPotion;class:TreefellowPotion;class:StoneCirclePotion;class:DruidicRunePotion;class:LureStonePotion;class:NaturesPassagePotion;class:MushroomGatewayPotion;class:RestorativeSoilPotion;class:FireflyPotion","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/HerbalistSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/BlendWithForrestSpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:BlendWithForestSpell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/DruidicRuneSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/FireflySpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/GraspingRootsSpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:GraspingRootsSpell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/HerbalHealingSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/LureStoneSpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass;OnMovement","class:LureStoneSpell;class:InternalItema;class:InternalTimer;class:InternalItemb;class:InternalTimer;class:InternalTarget;class:LureStone","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/MushroomGatewaySpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:MushroomGatewaySpell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/NaturesPassageSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/ProtectiveFairySpell.cs","Persistence","CombatPolicy","","class:ProtectiveFairySpell;class:DruidFairy","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/RestorativeSoilSpell.cs","GumpUI","CombatPolicy","","","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/ShieldOfEarthSpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:ShieldOfEarthSpell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/StoneCircleSpell.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:StoneCircleSpell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/SwarmofInsectsSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/TreefellowSpell.cs","Persistence","CombatPolicy","","class:TreefellowSpell;class:InternalTarget;class:SummonedTreefellow","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/VolcanicEruption.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/Effects/WoodlandProtectionSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalCommands.cs","CommandSurface","StartupWiring;CombatPolicy","Initialize","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalEffect.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass;OnMovement","class:ElementalEffect;class:InternalTimer","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalExit.cs","Persistence","CombatPolicy","","class:ElementalExit","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalScrolls.cs","Persistence","CombatPolicy","","class:Elemental_Armor_Scroll;class:Elemental_Bolt_Scroll;class:Elemental_Mend_Scroll;class:Elemental_Sanctuary_Scroll;class:Elemental_Pain_Scroll;class:Elemental_Protection_Scroll;class:Elemental_Purge_Scroll;class:Elemental_Steed_Scroll;class:Elemental_Call_Scroll;class:Elemental_Force_Scroll;class:Elemental_Wall_Scroll;class:Elemental_Warp_Scroll;class:Elemental_Field_Scroll;class:Elemental_Restoration_Scroll;class:Elemental_Strike_Scroll;class:Elemental_Void_Scroll;class:Elemental_Blast_Scroll;class:Elemental_Echo_Scroll;class:Elemental_Fiend_Scroll;class:Elemental_Hold_Scroll;class:Elemental_Barrage_Scroll;class:Elemental_Rune_Scroll;class:Elemental_Storm_Scroll;class:Elemental_Summon_Scroll;class:Elemental_Devastation_Scroll;class:Elemental_Fall_Scroll;class:Elemental_Gate_Scroll;class:Elemental_Havoc_Scroll;class:Elemental_Apocalypse_Scroll;class:Elemental_Lord_Scroll;class:Elemental_Soul_Scroll;class:Elemental_Spirit_Scroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalShrine.cs","GumpUI","Persistence;CombatPolicy","OnSpeech","class:ElementalShrine","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/ElementalSpellbook.cs","GumpUI","Persistence;CombatPolicy","","class:ElementalSpellbook","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Gumps/ElementalSpellbookGump.cs","GumpUI","CombatPolicy","","","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledAir.cs","Persistence","CombatPolicy","","class:ElementalCalledAir","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledEarth.cs","Persistence","CombatPolicy","","class:ElementalCalledEarth","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledFire.cs","Persistence","CombatPolicy","","class:ElementalCalledFire","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledWater.cs","Persistence","CombatPolicy","","class:ElementalCalledWater","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendAir.cs","Persistence","CombatPolicy","","class:ElementalFiendAir","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendEarth.cs","Persistence","CombatPolicy","","class:ElementalFiendEarth","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendFire.cs","Persistence","CombatPolicy","","class:ElementalFiendFire","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendWater.cs","Persistence","CombatPolicy","","class:ElementalFiendWater","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordAir.cs","Persistence","CombatPolicy","","class:ElementalLordAir","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordEarth.cs","Persistence","CombatPolicy","","class:ElementalLordEarth","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordFire.cs","Persistence","CombatPolicy","","class:ElementalLordFire","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalLordWater.cs","Persistence","CombatPolicy","","class:ElementalLordWater","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritAir.cs","Persistence","CombatPolicy","","class:ElementalSpiritAir","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritEarth.cs","Persistence","CombatPolicy","","class:ElementalSpiritEarth","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritFire.cs","Persistence","CombatPolicy","","class:ElementalSpiritFire","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritWater.cs","Persistence","CombatPolicy","","class:ElementalSpiritWater","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSteed.cs","Persistence","CombatPolicy","","class:ElementalSteed","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonEnt.cs","Persistence","CombatPolicy","","class:ElementalSummonEnt","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonIce.cs","Persistence","CombatPolicy","","class:ElementalSummonIce","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonLightning.cs","Persistence","CombatPolicy","","class:ElementalSummonLightning","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSummonMagma.cs","Persistence","CombatPolicy;StaffTooling","","class:ElementalSummonMagma","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Armor.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Bolt.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Mend.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Sanctuary.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 2/Elemental_Pain.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 2/Elemental_Protection.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 2/Elemental_Purge.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 2/Elemental_Steed.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Call.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Force.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Wall.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:Elemental_Wall_Spell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Warp.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Field.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:Elemental_Field_Spell;class:ElementalFieldItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Restoration.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Strike.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Void.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 5/Elemental_Blast.cs","StartupWiring","CombatPolicy","Timer.DelayCall","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 5/Elemental_Echo.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 5/Elemental_Fiend.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 5/Elemental_Hold.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 6/Elemental_Barrage.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 6/Elemental_Rune.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 6/Elemental_Storm.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 6/Elemental_Summon.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Devastation.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Fall.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Gate.cs","StartupWiring","Persistence;CombatPolicy","CustomTimerSubclass","class:Elemental_Gate_Spell;class:InternalItem;class:InternalTimer;class:InternalTarget","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Havoc.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 8/Elemental_Apocalypse.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 8/Elemental_Lord.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 8/Elemental_Soul.cs","GumpUI","CombatPolicy","","","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Elementalism/Sphere 8/Elemental_Spirit.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/EnchantMagic.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Mobiles/DevilPactMagic.cs","Persistence","CombatPolicy","","class:Devil_Pact","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/BanishMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/DemonicTouchMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/DevilPactMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/GrimReaperMagic..cs","StartupWiring","CombatPolicy","Timer.DelayCall","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/HagHandMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/HellfireMagic..cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/LucifersBoltMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/OrbOfOrcusMagic..cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Enchantments/Spells/ShieldOfHateMagic..cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
